University_Name,Region,Academic_Year,Course_Name,Degree_Level,Subject_Area,Applications_Received,Offers_Made,Students_Admitted,Acceptance_Rate,Enrolment_Rate,Employment_After_6_Months_prcntge,Further_Study_Rate_prcntge,Unemployment_Rate_prcntge,Avg_Salary_GBP,Top_Job_Sector,Student_Population,International_Students_prcntge,Male_Female_Ratio,Student_Satisfaction_Score
University of Warwick,East of England,2022-2023,Medicine (Postgraduate),Postgraduate,Medicine,3406,2082,1388,0.61,0.67,68.27,8.94,22.79,26979,IT,23694,8.83,0.74,65.03
University of Warwick,East of England,2018-2019,Law (Undergraduate),Undergraduate,Law,3017,1908,1385,0.63,0.73,91.4,16.04,-7.44,40834,Arts,35121,17.03,1,77.3
University of Warwick,East of England,2019-2020,Law (Undergraduate),Undergraduate,Law,4898,4258,3577,0.87,0.84,64.32,17.15,18.53,35957,Education,13540,18.11,0.7,63.23
University of Warwick,East of England,2020-2021,Law (Postgraduate),Postgraduate,Law,3667,2173,1422,0.59,0.65,75.87,17.79,6.34,27815,Legal,32698,21.72,1.02,69.07
University of Warwick,East of England,2021-2022,Law (Undergraduate),Undergraduate,Law,1829,1260,947,0.69,0.75,88.77,17.23,-6,47196,Education,21085,15.55,1.09,86
University of Warwick,East of England,2022-2023,Law (Postgraduate),Postgraduate,Law,1721,1355,970,0.79,0.72,83.78,15.78,0.44,27889,Finance,27985,10.4,1.02,60.22
University of Warwick,East of England,2018-2019,Economics (Postgraduate),Postgraduate,Economics,3288,1848,1725,0.56,0.93,85.09,14.39,0.52,28529,Healthcare,10305,12.9,1.09,82.12
University of Warwick,East of England,2019-2020,Economics (Undergraduate),Undergraduate,Economics,1458,1239,924,0.85,0.75,74.39,8.88,16.73,23628,Healthcare,33372,35.34,1.15,77.81
University of Warwick,East of England,2020-2021,Economics (Undergraduate),Undergraduate,Economics,2005,1128,996,0.56,0.88,66.62,7.59,25.79,28978,Education,24122,12.53,0.82,93.93
University of Warwick,East of England,2021-2022,Economics (Postgraduate),Postgraduate,Economics,2764,1844,1723,0.67,0.93,78.91,9.47,11.62,34301,Education,26494,10.07,1.03,89.28
University of Warwick,East of England,2022-2023,Economics (Postgraduate),Postgraduate,Economics,2733,2067,1829,0.76,0.88,76.04,11.63,12.33,28173,Engineering,22266,22.43,1.27,81.78
University of Warwick,East of England,2018-2019,Biological Sciences (Postgraduate),Postgraduate,Biological Sciences,1986,1688,1441,0.85,0.85,72.57,15.16,12.27,43800,Arts,18677,37.72,0.92,67.59
University of Warwick,East of England,2019-2020,Biological Sciences (Postgraduate),Postgraduate,Biological Sciences,2842,1602,1511,0.56,0.94,70.08,14.53,15.39,23701,Healthcare,36051,8.44,0.8,92.2
University of Warwick,East of England,2020-2021,Biological Sciences (Postgraduate),Postgraduate,Biological Sciences,1022,916,733,0.9,0.8,77.74,6.75,15.51,33110,Finance,13602,31.96,1.13,92.6
University of Warwick,East of England,2021-2022,Biological Sciences (Undergraduate),Undergraduate,Biological Sciences,2244,1321,924,0.59,0.7,91.25,8.94,-0.19,32843,Education,39595,6.97,1.22,75.12
University of Warwick,East of England,2022-2023,Biological Sciences (Postgraduate),Postgraduate,Biological Sciences,2096,1644,1000,0.78,0.61,74.04,16.58,9.38,45717,Engineering,14396,39.07,0.74,77.52
University of Warwick,East of England,2018-2019,Education (Postgraduate),Postgraduate,Education,309,240,179,0.78,0.75,78.53,17.04,4.43,24747,Arts,34423,37.75,0.76,85.21
University of Warwick,East of England,2019-2020,Education (Undergraduate),Undergraduate,Education,4550,2606,2183,0.57,0.84,86.88,10.45,2.67,24510,Science,17132,12.53,0.88,67.4
University of Warwick,East of England,2020-2021,Education (Undergraduate),Undergraduate,Education,506,334,251,0.66,0.75,80.1,6.27,13.63,29542,IT,39819,8.01,0.98,87.56
University of Warwick,East of England,2021-2022,Education (Undergraduate),Undergraduate,Education,2336,1365,899,0.58,0.66,79.22,11.6,9.18,40199,Education,19160,21.3,1.17,90.91
University of Warwick,East of England,2022-2023,Education (Undergraduate),Undergraduate,Education,1535,1269,825,0.83,0.65,84.12,10.63,5.25,48629,Education,9230,7.55,1.19,77.89
University of Warwick,East of England,2018-2019,History (Postgraduate),Postgraduate,History,3578,2091,1672,0.58,0.8,76.78,11.84,11.38,41550,Engineering,23266,35.34,0.99,61.49
University of Warwick,East of England,2019-2020,History (Undergraduate),Undergraduate,History,655,553,409,0.84,0.74,83.15,11.04,5.81,25759,Finance,19537,18.03,1.06,74.26
University of Warwick,East of England,2020-2021,History (Undergraduate),Undergraduate,History,4406,2667,2476,0.61,0.93,67.52,15.41,17.07,25588,IT,30203,23.97,0.73,61.03
University of Warwick,East of England,2021-2022,History (Undergraduate),Undergraduate,History,3050,2072,1752,0.68,0.85,68.09,18.58,13.33,37683,IT,19178,38.69,1.05,82.09
University of Warwick,East of England,2022-2023,History (Postgraduate),Postgraduate,History,3806,2688,2341,0.71,0.87,79.56,13.34,7.1,25618,Arts,22188,25.11,1.25,77.57
University of Warwick,East of England,2018-2019,Physics (Undergraduate),Undergraduate,Physics,3688,2448,2272,0.66,0.93,92.8,11.63,-4.43,36315,IT,16353,5.07,0.86,73.26
University of Warwick,East of England,2019-2020,Physics (Undergraduate),Undergraduate,Physics,4450,3946,2795,0.89,0.71,65.64,13.87,20.49,41363,Education,9752,39.51,1.11,62.83
University of Warwick,East of England,2020-2021,Physics (Postgraduate),Postgraduate,Physics,3105,2152,1359,0.69,0.63,66.11,6.89,27,46091,Education,38914,12.94,0.72,92.25
University of Warwick,East of England,2021-2022,Physics (Undergraduate),Undergraduate,Physics,4924,2633,2261,0.53,0.86,70.05,19.51,10.44,27550,Finance,12932,18.18,0.95,62.82
University of Warwick,East of England,2022-2023,Physics (Postgraduate),Postgraduate,Physics,2899,2211,1927,0.76,0.87,61.96,7.15,30.89,45938,Engineering,11839,21.62,0.9,91.3
University of Warwick,East of England,2018-2019,Mathematics (Undergraduate),Undergraduate,Mathematics,2500,1455,879,0.58,0.6,81.92,13.35,4.73,37116,Engineering,28397,35.01,0.9,62.02
University of Warwick,East of England,2019-2020,Mathematics (Undergraduate),Undergraduate,Mathematics,1998,1336,818,0.67,0.61,74.4,5.51,20.09,25283,Science,31646,36.13,1.18,82.68
University of Warwick,East of England,2020-2021,Mathematics (Undergraduate),Undergraduate,Mathematics,1645,1452,951,0.88,0.65,66.28,7.67,26.05,43861,Engineering,18580,35.4,1.13,61.86
University of Warwick,East of England,2021-2022,Mathematics (Postgraduate),Postgraduate,Mathematics,4515,2435,1839,0.54,0.76,68.26,11.49,20.25,25577,Finance,33475,21.13,1.05,76.8
University of Warwick,East of England,2022-2023,Mathematics (Postgraduate),Postgraduate,Mathematics,838,550,496,0.66,0.9,94.15,17.37,-11.52,36735,Education,28796,13.64,0.94,74.31
Brunel University London,North West,2018-2019,Computer Science (Undergraduate),Undergraduate,Computer Science,314,183,141,0.58,0.77,92.07,15.38,-7.45,27105,Engineering,23573,29.03,1.12,62.64
Brunel University London,North West,2019-2020,Computer Science (Undergraduate),Undergraduate,Computer Science,3690,2209,1789,0.6,0.81,69.16,9.53,21.31,22210,Science,12625,17.4,0.86,60.88
Brunel University London,North West,2020-2021,Computer Science (Undergraduate),Undergraduate,Computer Science,4946,3171,2271,0.64,0.72,78.19,15.35,6.46,38224,Healthcare,18451,23.79,1.23,79.72
Brunel University London,North West,2021-2022,Computer Science (Postgraduate),Postgraduate,Computer Science,4718,3277,2404,0.69,0.73,63.57,12.6,23.83,34316,Finance,29595,22.18,0.72,77.16
Brunel University London,North West,2022-2023,Computer Science (Undergraduate),Undergraduate,Computer Science,767,642,418,0.84,0.65,74.88,9.73,15.39,31386,Healthcare,9925,21.23,0.84,88.37
Brunel University London,North West,2018-2019,Business and Management (Postgraduate),Postgraduate,Business and Management,2179,1783,1118,0.82,0.63,68.83,16.16,15.01,35535,Healthcare,15082,33.02,0.91,88.49
Brunel University London,North West,2019-2020,Business and Management (Undergraduate),Undergraduate,Business and Management,4570,2343,1496,0.51,0.64,89.6,13.53,-3.13,38522,Healthcare,24334,13.55,1.12,86.8
Brunel University London,North West,2020-2021,Business and Management (Undergraduate),Undergraduate,Business and Management,4300,3333,2147,0.78,0.64,91.33,8.8,-0.13,37856,Arts,25405,22.16,0.83,88.79
Brunel University London,North West,2021-2022,Business and Management (Postgraduate),Postgraduate,Business and Management,409,333,261,0.81,0.78,79.9,7.69,12.41,38508,Science,23374,12.79,0.93,72.83
Brunel University London,North West,2022-2023,Business and Management (Undergraduate),Undergraduate,Business and Management,1226,943,636,0.77,0.67,75.16,19.96,4.88,34025,IT,25050,13.02,1.23,67.55
Brunel University London,North West,2018-2019,Mechanical Engineering (Postgraduate),Postgraduate,Mechanical Engineering,3804,2696,2420,0.71,0.9,93.32,12.48,-5.8,41104,Legal,36212,7.5,1.08,92.62
Brunel University London,North West,2019-2020,Mechanical Engineering (Undergraduate),Undergraduate,Mechanical Engineering,2005,1235,1054,0.62,0.85,93.97,8.75,-2.72,43558,Education,33557,29.15,1.02,64.82
Brunel University London,North West,2020-2021,Mechanical Engineering (Undergraduate),Undergraduate,Mechanical Engineering,4484,2633,2428,0.59,0.92,69.69,15.67,14.64,31664,Finance,25190,39.21,1.12,94.46
Brunel University London,North West,2021-2022,Mechanical Engineering (Undergraduate),Undergraduate,Mechanical Engineering,4393,2646,1850,0.6,0.7,70.86,12.7,16.44,32975,Science,37775,15.75,1.1,68.14
Brunel University London,North West,2022-2023,Mechanical Engineering (Undergraduate),Undergraduate,Mechanical Engineering,3458,2900,2095,0.84,0.72,60.35,18.8,20.85,28546,Science,16179,20.65,1.18,87.54
Brunel University London,North West,2018-2019,Psychology (Undergraduate),Undergraduate,Psychology,2096,1068,777,0.51,0.73,83.69,5.84,10.47,27878,Science,14551,6.35,0.81,82.17
Brunel University London,North West,2019-2020,Psychology (Undergraduate),Undergraduate,Psychology,3899,2217,1980,0.57,0.89,69.02,10.92,20.06,33099,Education,28506,28.28,0.85,74.87
Brunel University London,North West,2020-2021,Psychology (Postgraduate),Postgraduate,Psychology,472,304,269,0.64,0.88,83.98,9.01,7.01,46450,Engineering,20919,34.9,1.25,87.13
Brunel University London,North West,2021-2022,Psychology (Postgraduate),Postgraduate,Psychology,585,501,438,0.86,0.87,81.41,19.33,-0.74,22229,Science,19490,6.7,0.82,85.9
Brunel University London,North West,2022-2023,Psychology (Undergraduate),Undergraduate,Psychology,373,274,215,0.73,0.78,83.34,9.18,7.48,31837,Legal,10852,6.13,1.17,66
Brunel University London,North West,2018-2019,Medicine (Undergraduate),Undergraduate,Medicine,1254,767,471,0.61,0.61,94.29,13.53,-7.82,49044,Education,18168,5.84,0.77,85.6
Brunel University London,North West,2019-2020,Medicine (Postgraduate),Postgraduate,Medicine,2608,1429,1010,0.55,0.71,81.15,12.4,6.45,33947,IT,34488,24.58,1.24,61.56
Brunel University London,North West,2020-2021,Medicine (Postgraduate),Postgraduate,Medicine,1850,1563,1217,0.84,0.78,69.18,16.65,14.17,37531,Engineering,12341,23.57,0.71,91.33
Brunel University London,North West,2021-2022,Medicine (Undergraduate),Undergraduate,Medicine,362,183,129,0.51,0.7,80.99,12.89,6.12,33278,Finance,11852,35.11,0.99,94.65
Brunel University London,North West,2022-2023,Medicine (Postgraduate),Postgraduate,Medicine,4400,2414,2128,0.55,0.88,80.53,10.07,9.4,41590,Healthcare,33082,10.32,0.85,82.3
Brunel University London,North West,2018-2019,Law (Undergraduate),Undergraduate,Law,4556,3948,3349,0.87,0.85,61.33,7.38,31.29,22751,Healthcare,21390,18.14,1.03,93.16
Brunel University London,North West,2019-2020,Law (Postgraduate),Postgraduate,Law,768,521,396,0.68,0.76,90.19,18.18,-8.37,27947,Legal,22675,28.88,0.83,91.93
Brunel University London,North West,2020-2021,Law (Postgraduate),Postgraduate,Law,1111,674,518,0.61,0.77,69.41,12.71,17.88,34357,Healthcare,8559,32.84,1.14,91.36
Brunel University London,North West,2021-2022,Law (Undergraduate),Undergraduate,Law,1219,932,782,0.76,0.84,75.67,17.74,6.59,35084,Arts,34211,10.43,0.79,83.45
Brunel University London,North West,2022-2023,Law (Postgraduate),Postgraduate,Law,3235,2000,1202,0.62,0.6,88.54,19.35,-7.89,34543,Finance,22738,31.54,0.72,65.41
Brunel University London,North West,2018-2019,Economics (Undergraduate),Undergraduate,Economics,722,508,440,0.7,0.87,81.66,12.55,5.79,35410,Arts,26719,22.68,1.06,87.62
Brunel University London,North West,2019-2020,Economics (Undergraduate),Undergraduate,Economics,2340,1701,1353,0.73,0.8,81.23,10.07,8.7,36799,Engineering,33878,38.91,0.91,91.07
Brunel University London,North West,2020-2021,Economics (Postgraduate),Postgraduate,Economics,880,636,492,0.72,0.77,68.21,10.47,21.32,30952,IT,18141,34.89,0.95,92.85
Brunel University London,North West,2021-2022,Economics (Postgraduate),Postgraduate,Economics,1431,1174,707,0.82,0.6,81.09,5,13.91,29953,Education,27024,36.57,0.77,61.29
Brunel University London,North West,2022-2023,Economics (Postgraduate),Postgraduate,Economics,4401,2200,1955,0.5,0.89,91.58,17.88,-9.46,47032,Finance,38644,32.51,1.01,68.97
Brunel University London,North West,2018-2019,Biological Sciences (Postgraduate),Postgraduate,Biological Sciences,2314,1525,1008,0.66,0.66,61.44,15.12,23.44,36710,Healthcare,36997,32.24,0.76,70.97
Brunel University London,North West,2019-2020,Biological Sciences (Undergraduate),Undergraduate,Biological Sciences,2325,1644,1545,0.71,0.94,82.92,17.46,-0.38,43184,Arts,8567,17.48,0.75,86.39
Brunel University London,North West,2020-2021,Biological Sciences (Postgraduate),Postgraduate,Biological Sciences,1060,632,472,0.6,0.75,79.85,5.44,14.71,47926,Legal,16854,11.76,1.01,66.28
Brunel University London,North West,2021-2022,Biological Sciences (Undergraduate),Undergraduate,Biological Sciences,2420,1870,1241,0.77,0.66,64.35,15.74,19.91,23744,Legal,26328,21.35,1.03,75.37
Brunel University London,North West,2022-2023,Biological Sciences (Postgraduate),Postgraduate,Biological Sciences,4845,3706,2387,0.76,0.64,71.51,9.1,19.39,34324,Legal,15783,6.43,1.02,85.81
Brunel University London,North West,2018-2019,Education (Undergraduate),Undergraduate,Education,4113,2857,2193,0.69,0.77,83.94,6.85,9.21,33180,Finance,36636,5.61,0.8,87.33
Brunel University London,North West,2019-2020,Education (Postgraduate),Postgraduate,Education,4950,2568,1969,0.52,0.77,69.77,10.08,20.15,33178,Arts,31184,37.51,0.94,84.63
Brunel University London,North West,2020-2021,Education (Postgraduate),Postgraduate,Education,881,717,626,0.81,0.87,81.14,15.5,3.36,27250,Engineering,22519,17.14,1.22,77.99
Brunel University London,North West,2021-2022,Education (Undergraduate),Undergraduate,Education,4411,3897,2714,0.88,0.7,92.42,19.39,-11.81,24699,Arts,20989,24.7,1.16,80.82
Brunel University London,North West,2022-2023,Education (Undergraduate),Undergraduate,Education,4169,3567,3059,0.86,0.86,82.88,5.9,11.22,40201,Education,12168,5.49,1.12,81.78
Brunel University London,North West,2018-2019,History (Undergraduate),Undergraduate,History,659,448,309,0.68,0.69,89.22,18.85,-8.07,30826,Education,17644,15.11,1.16,81.29
Brunel University London,North West,2019-2020,History (Undergraduate),Undergraduate,History,3840,2656,1595,0.69,0.6,77.05,14.7,8.25,40234,Healthcare,25970,30.09,1.12,69.91
Brunel University London,North West,2020-2021,History (Undergraduate),Undergraduate,History,4682,3691,2584,0.79,0.7,86.2,19.27,-5.47,33251,Engineering,24862,25.75,1.3,68.37
Brunel University London,North West,2021-2022,History (Undergraduate),Undergraduate,History,1335,973,746,0.73,0.77,80.63,15.52,3.85,35582,Science,27513,33.2,1.28,82.17
Brunel University London,North West,2022-2023,History (Postgraduate),Postgraduate,History,2308,2068,1572,0.9,0.76,81.36,10.38,8.26,22881,Healthcare,34210,23.79,1.06,66.82
Brunel University London,North West,2018-2019,Physics (Postgraduate),Postgraduate,Physics,3274,1918,1536,0.59,0.8,87.05,16.67,-3.72,24337,Education,17016,24.08,0.94,89.98
Brunel University London,North West,2019-2020,Physics (Postgraduate),Postgraduate,Physics,1225,772,643,0.63,0.83,60.98,12.25,26.77,37967,Science,16192,11.49,1.24,82.9
Brunel University London,North West,2020-2021,Physics (Postgraduate),Postgraduate,Physics,2027,1662,1318,0.82,0.79,87.08,5.27,7.65,46492,Engineering,9554,29.71,1.26,60.78
Brunel University London,North West,2021-2022,Physics (Undergraduate),Undergraduate,Physics,1503,1088,937,0.72,0.86,63.17,14.23,22.6,49066,Science,18806,33.02,0.89,66.88
Brunel University London,North West,2022-2023,Physics (Postgraduate),Postgraduate,Physics,453,359,257,0.79,0.72,90.05,14.3,-4.35,25345,Legal,36724,9.05,1.06,80.95
Brunel University London,North West,2018-2019,Mathematics (Postgraduate),Postgraduate,Mathematics,650,526,439,0.81,0.83,64.49,8.45,27.06,28925,Education,13417,29.54,1.28,75.14
Brunel University London,North West,2019-2020,Mathematics (Undergraduate),Undergraduate,Mathematics,3466,2226,1961,0.64,0.88,83.82,9.16,7.02,37739,Legal,23533,32.67,0.72,76.28
Brunel University London,North West,2020-2021,Mathematics (Postgraduate),Postgraduate,Mathematics,3454,1958,1659,0.57,0.85,89.59,5.21,5.2,41095,Healthcare,30990,29.23,0.89,92.16
Brunel University London,North West,2021-2022,Mathematics (Undergraduate),Undergraduate,Mathematics,3871,2769,1862,0.72,0.67,68.2,19.02,12.78,48069,Education,37238,7.66,1.25,93.51
Brunel University London,North West,2022-2023,Mathematics (Undergraduate),Undergraduate,Mathematics,4821,3690,2705,0.77,0.73,83.44,6.51,10.05,28960,Healthcare,36672,26.75,1.03,70.88
University of Glasgow,Greater London,2018-2019,Computer Science (Undergraduate),Undergraduate,Computer Science,3663,3033,1820,0.83,0.6,74.29,14.17,11.54,40348,Finance,29989,36.99,0.98,65.07
University of Glasgow,Greater London,2019-2020,Computer Science (Postgraduate),Postgraduate,Computer Science,1951,1687,1537,0.86,0.91,89.33,5.2,5.47,37432,Science,29825,6.62,1.08,68.14
University of Glasgow,Greater London,2020-2021,Computer Science (Undergraduate),Undergraduate,Computer Science,3114,2027,1278,0.65,0.63,83.63,13.69,2.68,45619,Finance,15963,36.22,1.1,77.81
University of Glasgow,Greater London,2021-2022,Computer Science (Postgraduate),Postgraduate,Computer Science,3840,2835,1775,0.74,0.63,75.75,10.99,13.26,31514,Arts,13983,15.27,1.16,60.92
University of Glasgow,Greater London,2022-2023,Computer Science (Undergraduate),Undergraduate,Computer Science,3472,1920,1393,0.55,0.73,65.29,11.57,23.14,45320,Engineering,30838,13.04,1.21,64.97
University of Glasgow,Greater London,2018-2019,Business and Management (Undergraduate),Undergraduate,Business and Management,4807,3856,2908,0.8,0.75,74.34,16.28,9.38,37873,Arts,35874,36.99,0.87,81.09
University of Glasgow,Greater London,2019-2020,Business and Management (Postgraduate),Postgraduate,Business and Management,785,635,585,0.81,0.92,92.43,14.21,-6.64,31559,Finance,27957,32.06,0.85,89.56
University of Glasgow,Greater London,2020-2021,Business and Management (Undergraduate),Undergraduate,Business and Management,2635,1736,1248,0.66,0.72,90.48,8.44,1.08,22115,Science,23208,23.36,1.22,66.14
University of Glasgow,Greater London,2021-2022,Business and Management (Postgraduate),Postgraduate,Business and Management,2973,1497,956,0.5,0.64,71.79,8.9,19.31,46304,Finance,8233,9.21,1.22,82.17
University of Glasgow,Greater London,2022-2023,Business and Management (Postgraduate),Postgraduate,Business and Management,956,815,703,0.85,0.86,78.06,18.44,3.5,42084,Legal,10265,26.24,1.26,94.92
University of Glasgow,Greater London,2018-2019,Mechanical Engineering (Undergraduate),Undergraduate,Mechanical Engineering,1374,767,585,0.56,0.76,61.35,7.47,31.18,47273,IT,29781,15.03,0.71,70.29
University of Glasgow,Greater London,2019-2020,Mechanical Engineering (Undergraduate),Undergraduate,Mechanical Engineering,1257,834,764,0.66,0.92,78.16,14.74,7.1,36577,Science,29043,17.99,0.97,84.65
University of Glasgow,Greater London,2020-2021,Mechanical Engineering (Undergraduate),Undergraduate,Mechanical Engineering,2506,1316,1238,0.53,0.94,89.74,18.39,-8.13,32699,Arts,32761,18.92,0.96,94.01
University of Glasgow,Greater London,2021-2022,Mechanical Engineering (Postgraduate),Postgraduate,Mechanical Engineering,2701,2024,1596,0.75,0.79,64.73,9.1,26.17,37926,Education,17484,5.22,1.12,69.29
University of Glasgow,Greater London,2022-2023,Mechanical Engineering (Postgraduate),Postgraduate,Mechanical Engineering,4422,2212,1377,0.5,0.62,67.89,6.11,26,43024,Science,28505,30.54,1.14,92.03
University of Glasgow,Greater London,2018-2019,Psychology (Postgraduate),Postgraduate,Psychology,3014,2152,1689,0.71,0.78,92.22,15.16,-7.38,39147,Healthcare,22669,27.45,0.93,76.89
University of Glasgow,Greater London,2019-2020,Psychology (Undergraduate),Undergraduate,Psychology,4472,2276,1566,0.51,0.69,66.6,17.68,15.72,27229,Arts,20331,6.52,0.83,60.35
University of Glasgow,Greater London,2020-2021,Psychology (Postgraduate),Postgraduate,Psychology,1960,1099,661,0.56,0.6,74.35,18.96,6.69,43277,Legal,28466,31.3,1.09,63.53
University of Glasgow,Greater London,2021-2022,Psychology (Postgraduate),Postgraduate,Psychology,939,841,744,0.9,0.88,92.25,11.8,-4.05,30515,Finance,38950,11.66,0.77,73.91
University of Glasgow,Greater London,2022-2023,Psychology (Undergraduate),Undergraduate,Psychology,4366,3479,2177,0.8,0.63,68.11,5.21,26.68,43063,Healthcare,8219,37.12,0.76,76.87
University of Glasgow,Greater London,2018-2019,Medicine (Undergraduate),Undergraduate,Medicine,880,723,439,0.82,0.61,74.28,18.9,6.82,25957,Healthcare,27311,28.04,1.25,70.94
University of Glasgow,Greater London,2019-2020,Medicine (Undergraduate),Undergraduate,Medicine,4781,3905,2433,0.82,0.62,62.51,19.66,17.83,29346,Legal,35055,38.55,1.08,73.66
University of Glasgow,Greater London,2020-2021,Medicine (Postgraduate),Postgraduate,Medicine,1369,859,604,0.63,0.7,71.71,17.67,10.62,22671,Finance,29045,30.12,1.29,60.26
University of Glasgow,Greater London,2021-2022,Medicine (Postgraduate),Postgraduate,Medicine,3301,1772,1158,0.54,0.65,94.06,13.98,-8.04,38454,Legal,18697,38.87,0.94,60.78
University of Glasgow,Greater London,2022-2023,Medicine (Postgraduate),Postgraduate,Medicine,3021,2116,1907,0.7,0.9,87.14,18.74,-5.88,22203,Arts,34951,6.22,0.96,84.2
University of Glasgow,Greater London,2018-2019,Law (Undergraduate),Undergraduate,Law,2140,1076,691,0.5,0.64,79.93,8.03,12.04,43381,Healthcare,20017,25.71,0.74,85.13
University of Glasgow,Greater London,2019-2020,Law (Undergraduate),Undergraduate,Law,2386,1918,1553,0.8,0.81,81.66,16.76,1.58,42826,Science,11811,5.01,1.27,91.86
University of Glasgow,Greater London,2020-2021,Law (Undergraduate),Undergraduate,Law,3626,2129,1349,0.59,0.63,72.24,18.5,9.26,23161,Healthcare,39774,27.8,0.91,63.79
University of Glasgow,Greater London,2021-2022,Law (Postgraduate),Postgraduate,Law,4316,3098,2102,0.72,0.68,68.87,14.95,16.18,42691,Engineering,9960,34.61,1.05,87.62
University of Glasgow,Greater London,2022-2023,Law (Undergraduate),Undergraduate,Law,965,620,399,0.64,0.64,67.95,7.88,24.17,33821,Finance,20135,36.09,0.73,72.42
University of Glasgow,Greater London,2018-2019,Economics (Undergraduate),Undergraduate,Economics,1900,1244,1013,0.65,0.81,77.88,8.41,13.71,41426,IT,16764,5.75,1.21,73.48
University of Glasgow,Greater London,2019-2020,Economics (Postgraduate),Postgraduate,Economics,3885,3144,2447,0.81,0.78,78.82,5.36,15.82,39514,Finance,30321,8.8,0.8,69.28
University of Glasgow,Greater London,2020-2021,Economics (Postgraduate),Postgraduate,Economics,2385,1566,1464,0.66,0.93,90.25,10.58,-0.83,36136,Arts,33822,10.97,1,84.1
University of Glasgow,Greater London,2021-2022,Economics (Undergraduate),Undergraduate,Economics,695,603,430,0.87,0.71,64.14,8.95,26.91,45396,Arts,29268,31.58,0.73,72.32
University of Glasgow,Greater London,2022-2023,Economics (Undergraduate),Undergraduate,Economics,4893,2912,2119,0.6,0.73,94.88,6.33,-1.21,26759,Education,33932,8.82,1.18,65.67
University of Glasgow,Greater London,2018-2019,Biological Sciences (Undergraduate),Undergraduate,Biological Sciences,2766,1982,1754,0.72,0.88,86.81,11.87,1.32,45354,Arts,39957,28.07,0.83,64.82
University of Glasgow,Greater London,2019-2020,Biological Sciences (Postgraduate),Postgraduate,Biological Sciences,2304,1298,1064,0.56,0.82,74.64,9.3,16.06,39402,Engineering,34137,9.73,1.01,81.72
University of Glasgow,Greater London,2020-2021,Biological Sciences (Postgraduate),Postgraduate,Biological Sciences,2208,1861,1135,0.84,0.61,94.93,11.86,-6.79,39713,Engineering,37704,32.18,0.72,81.49
University of Glasgow,Greater London,2021-2022,Biological Sciences (Postgraduate),Postgraduate,Biological Sciences,2367,1490,1209,0.63,0.81,70.23,5.86,23.91,30339,Education,17065,28.14,1.15,80.12
University of Glasgow,Greater London,2022-2023,Biological Sciences (Postgraduate),Postgraduate,Biological Sciences,1546,1364,992,0.88,0.73,72.85,5.94,21.21,23333,Legal,25172,31.11,1.15,83.76
University of Glasgow,Greater London,2018-2019,Education (Postgraduate),Postgraduate,Education,4902,3869,2419,0.79,0.63,93.43,12.99,-6.42,31349,Education,31548,37.24,0.84,61.09
University of Glasgow,Greater London,2019-2020,Education (Postgraduate),Postgraduate,Education,2434,1635,1374,0.67,0.84,86.32,18.28,-4.6,49719,Finance,34817,17.6,0.89,90.34
University of Glasgow,Greater London,2020-2021,Education (Undergraduate),Undergraduate,Education,2068,1845,1624,0.89,0.88,88.24,11.77,-0.01,34459,Arts,22824,10.06,0.74,78.45
University of Glasgow,Greater London,2021-2022,Education (Postgraduate),Postgraduate,Education,1816,1018,774,0.56,0.76,82.17,17.81,0.02,23224,Science,29818,6.51,0.99,92.18
University of Glasgow,Greater London,2022-2023,Education (Undergraduate),Undergraduate,Education,2626,2205,1846,0.84,0.84,92.2,6.06,1.74,43125,Healthcare,30468,30.47,1.27,66.3
University of Glasgow,Greater London,2018-2019,History (Undergraduate),Undergraduate,History,2439,1354,1262,0.56,0.93,94.38,7.24,-1.62,25736,Education,22330,38.87,0.84,86.72
University of Glasgow,Greater London,2019-2020,History (Postgraduate),Postgraduate,History,2520,1510,1240,0.6,0.82,62.93,10.72,26.35,25973,Science,24001,26.04,0.77,62.39
University of Glasgow,Greater London,2020-2021,History (Postgraduate),Postgraduate,History,3538,2611,2145,0.74,0.82,89.78,12.31,-2.09,29148,Education,25280,38.35,1.13,92.51
University of Glasgow,Greater London,2021-2022,History (Postgraduate),Postgraduate,History,1834,949,607,0.52,0.64,86.31,5.23,8.46,26482,IT,8714,28.29,1.03,84.77
University of Glasgow,Greater London,2022-2023,History (Postgraduate),Postgraduate,History,679,357,295,0.53,0.83,83.37,18.05,-1.42,44635,IT,17541,29.61,1,87.88
University of Glasgow,Greater London,2018-2019,Physics (Undergraduate),Undergraduate,Physics,1374,1104,1028,0.8,0.93,73.2,18.75,8.05,28903,Engineering,39138,24.7,0.73,69.26
University of Glasgow,Greater London,2019-2020,Physics (Undergraduate),Undergraduate,Physics,1026,809,673,0.79,0.83,66.56,7.25,26.19,48840,IT,27774,19.49,1.07,77.9
University of Glasgow,Greater London,2020-2021,Physics (Undergraduate),Undergraduate,Physics,4336,3377,2402,0.78,0.71,91.78,11.44,-3.22,35895,Science,34740,22.93,0.98,88.46
University of Glasgow,Greater London,2021-2022,Physics (Postgraduate),Postgraduate,Physics,2045,1774,1435,0.87,0.81,64.45,14.72,20.83,46153,Education,18158,10.67,0.74,73.7
